date,latitude,longitude,zon.winds,mer.winds,humidity,air temp.
21-03-1997,0.01,-110,1.2,0.5,76.4,26.69
22-03-1997,0,-110,0.5,2.3,76,26.98
23-03-1997,0,-110,-3.4,2.5,80.4,26.47
24-03-1997,0,-110,-4.4,1.8,80.2,26.8
25-03-1997,0,-110,-2,-0.5,81.3,26.36
26-03-1997,0,-110,-3.6,1.5,82.9,26.2
27-03-1997,0,-110,-3.5,0.4,84.1,26.17
28-03-1997,0.01,-110,-1.1,0.9,82,26.39
29-03-1997,0,-110,-1.1,1,80.3,26.69
30-03-1997,0.01,-110,-2.2,2.6,79.6,27.06
31-03-1997,0.01,-110,-2.3,2.8,82.6,26.66
01-04-1997,0.01,-109.94,-3.1,1.6,82.9,26.86
02-04-1997,0.01,-109.94,-4.4,-0.4,83.4,27.03
03-04-1997,0,-109.94,-1.6,0.4,86.3,26.17
04-04-1997,0.01,-110,-3.5,-0.7,81.8,26.73
05-04-1997,0.01,-110,-5.2,2.5,83,26.77
06-04-1997,0.01,-110.06,-5.9,3,82.8,26.23
07-04-1997,0.02,-110,-4.6,1.6,84.9,25.66
08-04-1997,0.01,-110,-1.3,-0.1,85,25.31
09-04-1997,0.01,-110,-3.1,-0.4,87.5,25.17
10-04-1997,0.01,-110,-3,-0.6,89.6,25.08
11-04-1997,0,-110,-4.1,-1.2,89,25.08
12-04-1997,0.01,-110,-1.8,-0.4,88.2,25.25
13-04-1997,0.01,-110,-1.1,1.5,88,24.97
14-04-1997,0.01,-110,-1.3,0.2,85.9,25.69
15-04-1997,0.01,-110,-2.2,2,86.5,26.02
16-04-1997,-0.07,-109.94,-1.3,1.3,88.6,26.05
17-04-1997,-0.08,-109.94,2.9,2.1,86.8,26.17
18-04-1997,-0.07,-109.94,1.1,0.3,84.8,25.9
19-04-1997,-0.07,-109.94,0,5.4,83.9,26.56
20-04-1997,-0.06,-109.94,-1.8,2.8,86,26.38
21-04-1997,-0.07,-109.94,-3,2.8,80.7,26.45
22-04-1997,-0.07,-109.94,-3.2,2,77.9,26.44
23-04-1997,-0.07,-109.94,-2.2,1.5,81.9,26.52
24-04-1997,-0.07,-109.94,-2.4,0.7,83.4,26.56
25-04-1997,-0.07,-109.94,-1.3,2.3,82.2,26.45
26-04-1997,-0.07,-109.94,0.3,1.8,81.2,26.45
27-04-1997,-0.07,-109.94,-0.4,1.9,78.7,26.8
28-04-1997,-0.07,-109.94,-1.2,3.2,79.5,26.77
29-04-1997,-0.06,-109.94,-2.1,2.1,79.4,26.78
30-04-1997,-0.07,-109.94,-0.2,-1.2,75.8,27.14
01-05-1997,-0.07,-109.94,0.4,-1.7,75.8,27.47
02-05-1997,-0.07,-109.94,-1.4,0.2,77.9,27.73
03-05-1997,-0.07,-109.94,-0.7,3.7,78.9,27.69
04-05-1997,-0.07,-109.94,-5.2,-0.2,79.2,27.94
05-05-1997,-0.07,-109.94,-4,0.4,79.8,27.83
06-05-1997,-0.07,-109.94,-4.2,0,82.1,27.66
07-05-1997,-0.06,-109.94,-2.2,3.5,84.6,27.05
08-05-1997,-0.07,-109.94,-3.7,1,85.8,26.7
09-05-1997,0,-110,-2.4,2.3,84,27.03
10-05-1997,-0.07,-109.94,-3,3.6,83.4,27.02
11-05-1997,-0.06,-109.94,-2.1,4.1,85,26.77
12-05-1997,-0.07,-109.94,-1.8,4.3,82,27.1
13-05-1997,-0.07,-109.94,-2.6,3.6,83.6,26.33
14-05-1997,-0.07,-109.94,-4.1,4.2,80.9,27.1
15-05-1997,-0.06,-109.94,-4.2,3.6,84.9,26.64
16-05-1997,-0.07,-109.94,-4.2,3.8,87.3,26.27
17-05-1997,-0.07,-109.94,-4.3,4,86.8,26.75
18-05-1997,-0.07,-109.94,-4.3,3,86.7,26.81
19-05-1997,-0.07,-109.94,-4.3,3,85,26.86
20-05-1997,-0.07,-109.94,-4.2,3.4,86.3,26.73
21-05-1997,-0.07,-109.94,-4.3,3,87.5,26.88
22-05-1997,-0.07,-109.94,-5.5,3.3,85.8,26.95
23-05-1997,-0.07,-109.94,-2,4.3,85.1,26.86
24-05-1997,-0.07,-109.94,-3.1,0.7,86.9,26.77
25-05-1997,-0.07,-109.94,-3.6,4.5,81.2,27.1
26-05-1997,-0.07,-109.94,-5,6.1,80.9,27.05
27-05-1997,-0.07,-109.94,-4.5,5.2,80.3,26.88
28-05-1997,-0.06,-109.94,-2.4,5.8,82.9,26.45
29-05-1997,-0.07,-109.94,-1.6,4.4,80.2,26.62
30-05-1997,-0.07,-109.94,-2.7,5.4,82.4,26.56
31-05-1997,-0.07,-109.94,-3.8,5.9,80.8,26.72
01-06-1997,-0.07,-109.94,-4.4,4.6,80.8,26.62
02-06-1997,-0.07,-109.94,-3.5,4.3,79.5,26.6
03-06-1997,-0.07,-109.94,-2.4,3.3,79.8,26.38
04-06-1997,-0.07,-109.94,-1.8,4.7,81.8,26.6
05-06-1997,-0.07,-109.94,0.6,5.1,81.7,26.73
06-06-1997,-0.07,-109.94,1.8,4.7,82.6,26.38
07-06-1997,-0.07,-109.94,2.3,5.6,82.3,26.14
08-06-1997,-0.07,-109.94,2,5.9,76.8,26.42
09-06-1997,-0.07,-109.94,-0.2,5.6,77.1,26.5
10-06-1997,-0.07,-109.94,-2.3,6.3,79.4,26.94
11-06-1997,-0.07,-109.94,-1.7,5.1,81,26.84
12-06-1997,-0.07,-109.94,-2.6,4.8,79.3,26.77
13-06-1997,-0.07,-109.94,-4.1,5.2,80.2,26.81
14-06-1997,-0.07,-109.94,-3.9,5.2,80.2,26.83
15-06-1997,-0.06,-109.94,-4.4,5.8,78.3,26.89
16-06-1997,-0.06,-109.94,-2.5,5.4,77.9,26.88
17-06-1997,-0.06,-109.94,-6.4,1.4,74.8,26.77
18-06-1997,-0.06,-109.94,-1.7,7.2,74.6,26.78
19-06-1997,-0.06,-109.94,-3.4,4.9,76.1,26.7
20-06-1997,-0.07,-109.94,-4.4,3.6,72.9,26.67
21-06-1997,-0.07,-109.94,-5.2,3.5,75.1,26.78
22-06-1997,-0.07,-109.94,-4.1,4.4,79,26.8
23-06-1997,-0.07,-109.94,-2.6,6,79.7,26.8
24-06-1997,-0.06,-109.94,-1.5,5,78.7,26.84
25-06-1997,-0.06,-109.94,-0.8,5.5,80.4,26.95
26-06-1997,-0.06,-109.94,-1.2,6.8,79.5,26.89
27-06-1997,-0.07,-109.94,-1.4,5.8,81.2,27.03
28-06-1997,-0.07,-109.94,-0.5,4.7,82.6,27.1
29-06-1997,-0.07,-109.94,-0.3,4.5,82.9,26.55
30-06-1997,-0.07,-109.94,-3.5,6.1,78.9,27.05
01-07-1997,-0.07,-109.94,-2.7,7.4,77.1,27.2
02-07-1997,-0.07,-109.94,-4.6,5.1,80.3,26.73
03-07-1997,-0.07,-109.94,-4.8,5.1,82.6,26.67
04-07-1997,-0.07,-109.94,-6.2,4.9,81.3,27.08
05-07-1997,-0.07,-109.94,-5.6,3.8,83,26.95
06-07-1997,-0.07,-109.94,-5.2,3.9,82.4,27.03
07-07-1997,-0.07,-109.94,-4.6,4.8,81.2,27.05
08-07-1997,-0.06,-109.94,-3.3,7.5,75.8,27.12
09-07-1997,-0.07,-109.94,-4,5.8,74.8,27.17
10-07-1997,-0.07,-109.94,-5.9,5.2,77,27.2
11-07-1997,-0.08,-109.94,-6.2,5.7,78.6,27.08
12-07-1997,0,-110,-6.9,1.9,81.6,26.84
13-07-1997,-0.08,-109.94,-6.4,3.7,82.6,26.73
14-07-1997,-0.07,-109.94,-6.8,1.7,79.2,27.12
15-07-1997,-0.07,-109.94,-7.7,4.3,80.1,27.27
16-07-1997,-0.06,-109.94,-8.4,0.5,79.7,27.31
17-07-1997,-0.07,-109.94,-9.8,0.5,78.1,27.2
18-07-1997,-0.06,-109.94,-7.3,3.4,77.8,26.92
19-07-1997,-0.06,-109.94,-6.8,2.9,76.2,26.73
20-07-1997,-0.06,-109.94,-7.3,2.4,80.6,26.69
21-07-1997,-0.06,-109.94,-4.3,1.3,83.4,26.94
22-07-1997,-0.06,-109.94,-8.1,2.5,85.1,26.78
23-07-1997,-0.06,-109.94,-8,2.7,86.2,26.66
24-07-1997,-0.07,-109.94,-7.9,2.3,84.6,27.02
25-07-1997,-0.07,-109.94,-6.6,1.7,81.8,27.03
26-07-1997,-0.07,-109.94,-4.3,2.2,82.6,26.81
27-07-1997,-0.07,-109.94,-3.9,1.9,78.6,26.75
28-07-1997,-0.07,-109.94,-5.8,1.8,75.8,26.66
29-07-1997,-0.07,-109.94,-7.2,1.8,75.3,26.6
30-07-1997,-0.07,-109.94,-7.6,-0.9,72.9,26.6
31-07-1997,-0.07,-109.94,-7.1,-2,75,26.66
01-08-1997,-0.07,-109.94,-6.5,-0.4,76.2,26.95
02-08-1997,-0.06,-109.94,-6.8,1.7,75.8,26.94
03-08-1997,-0.06,-109.94,-8.6,1.8,76.8,26.95
04-08-1997,-0.06,-109.94,-7.9,1,80.2,26.89
05-08-1997,-0.06,-109.94,-6.2,2.4,81.9,26.77
06-08-1997,-0.06,-109.94,-6.2,3,82.7,26.23
07-08-1997,-0.06,-109.94,-6,2.8,86.7,25.88
08-08-1997,-0.07,-109.94,-5.4,4,85.1,26.47
09-08-1997,-0.07,-109.94,-6.7,3.1,77.7,26.81
10-08-1997,-0.07,-109.94,-5.8,3.6,80.8,26.5
11-08-1997,-0.07,-109.94,-5.6,4.2,81.8,27
12-08-1997,-0.07,-109.94,-5.7,4.6,85.1,26.12
13-08-1997,-0.07,-109.94,-6.6,2.9,82.9,26.55
14-08-1997,-0.07,-109.94,-7.6,2.8,80.8,27.03
15-08-1997,-0.07,-109.94,-7.4,2.6,83.2,26.86
16-08-1997,-0.07,-109.94,-1.6,3.4,82.5,26.6
17-08-1997,-0.06,-109.94,-5,2.2,84,26.53
18-08-1997,-0.06,-109.94,-8.1,3,82.9,26.67
19-08-1997,0,-110,-8,3.6,81.1,26.73
20-08-1997,0.04,-110,-5.7,3.6,80.4,26.33
21-08-1997,0.03,-110,-5.5,3.8,80.7,26.3
22-08-1997,0.03,-110,-6.8,3.4,83,26.4
23-08-1997,0.03,-110,-7,3.2,84.6,26.3
24-08-1997,0.02,-110,-7,4.2,81.9,26.27
25-08-1997,0.03,-110,-5.9,3.6,80.7,26.27
26-08-1997,0.03,-110,-4.3,4.8,80.7,26.22
27-08-1997,0.03,-110,-3.1,6.6,83.4,26.02
28-08-1997,0.03,-110,-4.7,5.2,83.8,25.83
29-08-1997,0.03,-110,-4.4,4.6,81.9,25.83
30-08-1997,0.03,-110,-3.5,2.7,80,25.9
31-08-1997,0.03,-110,-2,3.2,80.4,25.9
01-09-1997,0.03,-110,-4.5,5.2,80.4,26.33
02-09-1997,0.02,-110,-3.3,5.2,79.6,26.56
03-09-1997,0.03,-110,-3.3,3.8,80,26.9
04-09-1997,0.03,-110,-3.5,3.7,79.2,27.11
05-09-1997,0.03,-110,-4.8,4.5,74.2,26.88
06-09-1997,0.03,-110,-6.2,4.3,76.5,27.16
07-09-1997,0.03,-110,-6.5,4.9,77.3,27.03
08-09-1997,0.03,-110,-7.6,4.3,78.1,26.8
09-09-1997,0.03,-110,-6.6,5.3,81.5,26.4
10-09-1997,0.03,-110,-6.5,5.1,80,26.56
11-09-1997,0.03,-110,-4.7,5,81.5,26.3
12-09-1997,0.03,-110,-6.1,4.1,84.9,25.95
13-09-1997,0.03,-110,-5.7,4,83.8,26.38
14-09-1997,0.02,-110,-5.4,4.2,83.8,26.38
15-09-1997,0.03,-110,-4.8,4.5,82.3,26.4
16-09-1997,0.03,-110,-5.1,5.1,80.4,26.27
17-09-1997,0.02,-110,-4.5,2.6,79.2,26.06
18-09-1997,0.02,-110,-2.6,3.3,79.6,26.19
19-09-1997,0.03,-110,-2.6,3.3,78.4,26.4
20-09-1997,0.03,-110,-3.2,3.2,77.7,26.64
21-09-1997,0.03,-110,-4.6,3.4,79.6,26.88
22-09-1997,0.03,-110,-6.7,3.6,80.4,26.84
23-09-1997,0.03,-110,-6.3,3.5,80,26.64
24-09-1997,0.03,-110,-4.9,4.9,81.1,26.6
25-09-1997,0.03,-110,-5.6,4.4,81.1,26.48
26-09-1997,0.03,-110,-4.2,3.4,80.7,26.38
27-09-1997,0.03,-110,-3,6.8,81.5,26.6
28-09-1997,0.03,-110,-2.9,7.8,80.4,26.6
29-09-1997,0.03,-110,-3.7,6.5,77.7,26.48
30-09-1997,0.03,-110,-3.9,5.1,75.8,26.4
01-10-1997,0.03,-110,-5.3,3.9,78.1,26.4
02-10-1997,0.02,-110,-5.9,3.5,79.6,26.56
03-10-1997,0.03,-110,-6.1,3.7,80,26.45
04-10-1997,0.02,-110,-4.8,3.3,77.3,26.69
05-10-1997,0.03,-110,-3.6,3.1,76.9,26.72
06-10-1997,0.02,-110,-5,2.9,85.7,26.06
07-10-1997,0.02,-110,-6.8,4.6,78.8,26.98
08-10-1997,0.03,-110,-5,4.5,76.9,26.88
09-10-1997,0.03,-110,-5.7,4.8,76.9,26.88
10-10-1997,0.03,-110,-4.5,5.2,79.2,27.03
11-10-1997,0.03,-110,-3.9,6.5,81.5,26.9
12-10-1997,0.03,-110,-4.3,6.2,80.4,26.8
13-10-1997,0.03,-110,-4.7,4.8,84.6,26.45
14-10-1997,0.02,-110,-5.5,5.2,82.3,26.53
15-10-1997,0.02,-110,-4.9,5.1,79.6,26.9
16-10-1997,0.03,-110,-3.5,6.6,80,26.9
17-10-1997,0.03,-110,-4.2,7.2,78.8,26.95
18-10-1997,0.03,-110,-5.1,6.1,75.8,26.98
19-10-1997,0.03,-110,-4.8,4.5,75.8,26.9
20-10-1997,0.03,-110,-5.2,4.3,78.1,26.88
21-10-1997,0.03,-110,-5.3,4.8,79.2,26.98
22-10-1997,0.03,-110,-6.2,4.1,80.7,27.34
23-10-1997,0.03,-110,-6,3.2,83.4,26.95
24-10-1997,0.02,-110,-5.9,3.8,83.8,26.98
25-10-1997,0.02,-110,-6.4,6.7,79.6,27.3
26-10-1997,0.02,-110,-4.4,4.2,78.1,27.11
27-10-1997,0.02,-110,-3.9,3.9,81.1,27.19
28-10-1997,0.03,-110,-6.3,4.9,82.7,27.3
29-10-1997,0.03,-110,-5.9,5.2,82.7,27.27
30-10-1997,0.03,-110,-5.1,6.1,81.5,27.22
31-10-1997,0.03,-110,-5.9,6,79.6,27.19
01-11-1997,0.03,-110,-6.8,4.6,75.5,27.19
02-11-1997,0.03,-110,-4.5,6,75.8,26.98
03-11-1997,0.03,-110,-4.5,5.2,76.5,26.98
04-11-1997,0.03,-110,-4.4,3.4,76.2,26.9
05-11-1997,0.03,-110,-3,4.6,76.5,26.84
06-11-1997,0.03,-110,-3.9,2.3,76.5,26.9
07-11-1997,0.02,-110,-1.5,3.9,76.5,27.03
08-11-1997,0.03,-110,-3.1,5.2,78.4,27.11
09-11-1997,0.03,-110,-3.2,5.6,78.4,27.22
10-11-1997,0.03,-110,-3.1,3.8,76.9,27.22
11-11-1997,0.03,-110,-3.4,3.4,77.7,27.22
12-11-1997,0.03,-110,-4.3,2.6,77.3,27.3
13-11-1997,0.03,-110,-3.1,2.4,80.4,27.3
14-11-1997,0.03,-110,-0.6,2,84.9,26.38
15-11-1997,0.03,-110,-1.3,1.1,79.6,26.84
16-11-1997,0.03,-110,-2.5,1.3,76.2,27.42
17-11-1997,0.03,-110,-3.9,3.7,82.3,27.45
18-11-1997,0.03,-110,-5.2,4.3,84.9,27.03
19-11-1997,0.03,-110,-6.7,5,80.7,27.38
20-11-1997,0.03,-110,-5.4,5.6,84.9,27.06
21-11-1997,0.03,-110,-3.7,7.7,83.8,27.06
22-11-1997,0.03,-110,-2.2,7,79.2,27.27
23-11-1997,0.03,-110,-1.7,3.8,77.3,27.3
24-11-1997,0.03,-110,-4.4,2.8,80.4,27.48
25-11-1997,0.03,-110,-5.5,2.4,82.7,27.53
26-11-1997,0.03,-110,-4.7,3.7,81.5,27.61
27-11-1997,0.03,-110,-3.8,4.7,80.7,27.48
28-11-1997,0.03,-110,-4.5,5,80.7,27.61
29-11-1997,0.03,-110,-6.1,3.5,81.1,27.66
30-11-1997,0.03,-110,-3.9,5.1,76.9,27.56
01-12-1997,0.03,-110,-2,4.6,76.9,27.38
02-12-1997,0.03,-110,-2.8,3.2,84.6,26.9
03-12-1997,0.03,-110,-4.7,2.7,86.9,26.95
04-12-1997,0.03,-110,-5.9,3.5,86.9,27.22
05-12-1997,0.03,-110,-5.6,5.4,82.7,27.8
06-12-1997,0.03,-110,-0.8,3,91.4,25.67
07-12-1997,0.03,-110,0.4,2.2,86.1,26.48
08-12-1997,0.03,-110,-1,3.1,87.2,26.98
09-12-1997,0.03,-110,-3.7,4.1,89.5,26.84
10-12-1997,0.02,-110,-2.1,-1.2,88.8,26.27
11-12-1997,0.03,-110,-3.1,3.8,83.8,27.27
12-12-1997,0.03,-110,-3,4.8,84.9,27.42
13-12-1997,0.02,-110,1.9,3.4,88.8,26.3
14-12-1997,0.02,-110,-3.3,5.2,78.8,27.77
15-12-1997,0.02,-110,-3.1,3.8,78.8,27.61
16-12-1997,0.03,-110,-1.5,4.1,85.7,26.56
17-12-1997,0.03,-110,-1.9,3.8,81.9,27.27
18-12-1997,0.03,-110,-0.9,0.1,80.7,27.19
19-12-1997,0.03,-110,-3.6,2.9,83.4,27.61
20-12-1997,0.03,-110,-4.1,3.6,89.1,26.6
21-12-1997,0.03,-110,-5.3,2.2,87.2,27.22
22-12-1997,0.02,-110,-3.6,-0.5,89.9,26.56
23-12-1997,0.02,-110,-1.9,2.6,87.2,27.61
24-12-1997,0.02,-110,-4.2,0.7,83.4,27.77
25-12-1997,0.02,-110,-4.6,1.6,86.1,27.27
26-12-1997,0.03,-110,-6,1.9,87.2,27.38
27-12-1997,0.02,-110,-4.6,0.7,89.9,26.69
28-12-1997,0.03,-110,-1.4,0.9,86.1,27.27
29-12-1997,0.03,-110,0.5,1.4,86.9,27.3
30-12-1997,0.03,-110,-5.6,2.2,86.5,27.42
31-12-1997,0.03,-110,-6.5,0.1,88.8,27.38
01-01-1998,0.03,-110,-7.8,-2.9,89.1,27.77
02-01-1998,0.03,-110,-8.1,-1.2,90.3,27.56
03-01-1998,0.02,-110,-6.3,-5.3,88,28.42
04-01-1998,0.02,-110,-0.2,-4.3,88,28.23
05-01-1998,0.02,-110,1,2.1,89.9,26.4
06-01-1998,0.02,-110,0.7,2.6,81.9,27.69
07-01-1998,0.02,-110,-0.4,1,82.3,28.11
08-01-1998,0.03,-110,-2.7,-0.9,87.6,27.19
09-01-1998,0.03,-110,-2.3,-0.9,88,27.53
10-01-1998,0.03,-110,-3.1,0.2,89.9,27.22
11-01-1998,0.03,-110,-2.8,2,88.4,26.98
12-01-1998,0.03,-110,-4.1,-1.3,86.9,28.08
13-01-1998,0.03,-110,-4.4,-3.2,91.4,26.95
14-01-1998,0.03,-110,-2.6,-1.9,85.7,27.66
15-01-1998,0.02,-110,-2.2,-0.4,89.9,27.03
16-01-1998,0.03,-110,-0.6,4.2,91.8,26.88
17-01-1998,0.03,-110,2,0.4,89.5,27.11
18-01-1998,0.03,-110,0.6,-1,86.1,27.69
19-01-1998,0.03,-110,-3.8,-0.3,86.9,27.88
20-01-1998,0.03,-110,-3.5,0.2,87.2,27.73
21-01-1998,0.03,-110,-3.1,-1.2,90.7,26.98
22-01-1998,0.03,-110,-4.3,-1,88.8,27.56
23-01-1998,0.02,-110,-1.4,-0.5,88,27.48
24-01-1998,0.03,-110,-3,1,89.9,27.3
25-01-1998,0.02,-110,-2.9,-1.2,87.6,27.8
26-01-1998,0.02,-110,-3.1,-1.2,84.9,28.42
27-01-1998,0.02,-110,-0.6,2.2,89.9,27.66
28-01-1998,0.03,-110,-0.4,0.4,88,27.95
29-01-1998,0.03,-110,-2.7,-1.1,90.3,27.73
30-01-1998,0.03,-110,-3.4,-0.8,88.8,28.34
31-01-1998,0.03,-110,-3.5,-1,87.6,28.31
01-02-1998,0.03,-110,-1.8,0.6,91.1,27.44
02-02-1998,0.03,-110,-1.4,0.5,87.2,27.52
03-02-1998,0.03,-110,-0.2,2.9,84.8,28.14
04-02-1998,0.03,-110,5.9,-0.9,86,27.19
05-02-1998,0.02,-110,2.6,0.5,84.4,27.47
06-02-1998,0.02,-110,2,-3,87.1,27.16
07-02-1998,0.03,-110,0.9,2.4,80.2,28.34
08-02-1998,0.03,-110,2.4,2.9,78.2,28.42
09-02-1998,0.03,-110,0.4,-0.4,75.9,28.42
10-02-1998,0.03,-110,0.1,-2.7,78.6,28.3
11-02-1998,0.03,-110,-1.7,1.2,79.4,28.42
12-02-1998,0.03,-110,-0.8,-0.8,77.1,28.61
13-02-1998,0.03,-110,1.2,-0.5,86.8,27.73
14-02-1998,0.03,-110,-2.4,-2.1,78.2,28.77
15-02-1998,0.03,-110,-3.3,-1.4,80.9,28.66
16-02-1998,0.03,-110,-3.3,-2.6,85.2,27.6
17-02-1998,0.02,-110,-4.8,-0.4,82.5,27.9
18-02-1998,0.02,-110,-1.1,-1.5,78.2,28.94
19-02-1998,0.02,-110,3.4,-0.5,81.7,28.27
20-02-1998,0.02,-110,3.1,-3.8,86.8,27.55
21-02-1998,0.02,-110,1.1,-2.3,85.6,27.27
22-02-1998,0.02,-110,0.7,1.2,80.2,27.98
23-02-1998,0.02,-110,3.1,-1,84,27.67
24-02-1998,0.02,-110,-1.7,-3.8,87.9,27.19
25-02-1998,0.02,-110,-0.9,-3.4,85.6,27.19
26-02-1998,0.03,-110,0.1,-1.1,80.9,27.98
27-02-1998,0.03,-110,0.7,0.2,79,28.38
28-02-1998,0.03,-110,-2.3,-0.1,80.9,28.5
01-03-1998,0.03,-110,-4.6,0.5,82.5,28.61
02-03-1998,0.08,-110,-5,2.7,79.4,28.84
03-03-1998,0.03,-110,-3.5,3,79.5,29.2
04-03-1998,0.02,-109.94,-2.8,3.4,86.6,28.47
05-03-1998,0.02,-109.94,-1.5,2.6,87.8,27.95
06-03-1998,0.01,-109.94,1.2,-1.2,90,27.67
07-03-1998,0.01,-109.94,4.7,-5,86.3,28.14
08-03-1998,0.02,-109.94,2.9,-2,86.6,27.83
09-03-1998,0.01,-109.94,-0.4,-2.4,84.8,28.28
10-03-1998,0.02,-109.94,1.4,1,87.8,27.73
11-03-1998,0.02,-109.94,0.3,-1.3,88.1,27.27
12-03-1998,0.03,-109.94,-0.1,2.3,83.6,28.39
13-03-1998,0.03,-109.94,-1,0.7,84,28.4
14-03-1998,0.03,-109.94,1.9,-0.8,85.5,28.19
15-03-1998,0.03,-109.94,4.3,-1.5,85.1,28.03
16-03-1998,0.02,-109.94,0.9,-0.9,86.3,27.94
17-03-1998,0.03,-109.94,-0.5,1.3,84.8,27.9
18-03-1998,0.03,-109.94,3.2,1,82.5,28.17
19-03-1998,0.02,-109.94,-0.7,4.7,83.6,28.81
20-03-1998,0.03,-109.94,-0.9,3.5,81,28.98
21-03-1998,0.02,-109.94,1.8,1.7,86.3,27.98
