date,latitude,longitude,zon.winds,mer.winds,humidity,air temp.
1996-10-03,4.95,147.0,-0.9,1.0,73.8,28.56
1993-08-10,-5.01,-155.0,-6.1,-1.5,68.0,28.0
1993-11-10,-2.01,-110.0,-4.8,3.5,88.2,23.27
1995-03-01,-8.27,-155.0,-4.6,0.2,83.8,27.4
1993-06-21,-1.98,-140.0,-4.0,-2.7,85.5,27.55
1996-03-30,0.01,-179.9,-5.8,-2.3,83.4,26.84
1991-04-23,-0.01,-169.5,-6.4,0.6,81.6,27.27
1995-06-11,-5.02,-95.1,-4.5,1.6,77.0,24.17
1993-11-11,-4.97,-110.0,-7.0,1.9,76.7,24.62
1994-04-17,8.05,-110.1,-5.5,-4.5,84.0,28.7
1989-01-11,5.0,165.0,-6.2,1.3,78.5,27.83
1993-09-09,-4.97,-179.9,-3.2,1.3,72.8,29.12
1995-04-08,2.0,-140.0,-7.0,-1.9,83.0,27.89
1995-06-23,6.68,137.6,-2.9,-0.2,78.2,28.52
1994-10-12,-7.99,-125.0,-7.0,-0.1,73.6,25.9
1995-01-11,-0.04,-170.0,-6.1,-2.6,81.3,29.34
1990-11-20,-5.03,165.0,3.8,0.8,89.5,27.44
1995-11-04,7.99,-179.9,1.4,0.5,79.2,28.05
1996-07-28,-8.03,164.9,-3.1,2.1,79.6,28.31
1993-12-23,9.01,-140.2,-3.6,-6.1,81.6,27.38
1996-01-13,2.0,147.0,-5.1,0.0,79.3,28.08
1994-07-08,-4.99,-95.0,-3.9,2.7,83.8,22.98
1995-02-14,0.01,-140.0,-6.1,0.2,86.6,25.66
1994-08-23,-4.98,-179.9,-4.9,1.7,73.8,29.4
1994-07-09,-4.98,-139.9,-5.9,-1.3,85.8,26.36
1993-02-01,-0.04,-95.0,-1.9,0.8,79.3,23.44
1994-11-28,0.34,-95.2,-3.4,6.8,86.2,23.55
1996-06-27,5.0,137.0,1.7,1.5,75.4,28.4
1993-01-06,0.03,-140.0,-7.6,-0.7,84.0,25.56
1991-02-28,5.04,-140.0,-5.4,0.6,84.8,27.56
1996-01-22,1.97,-125.3,-4.6,4.4,83.9,24.69
1995-04-25,-4.98,165.1,2.8,3.4,78.6,29.61
1996-04-09,-1.99,-124.94,-4.9,-0.9,94.0,26.6
1990-11-10,-1.97,-111.5,-6.0,3.6,76.6,23.17
1992-12-11,2.03,137.0,5.5,2.8,82.0,28.48
1996-01-07,-0.02,-170.0,-8.8,-2.1,73.0,26.25
1993-10-30,7.99,-125.0,-3.6,6.3,79.2,27.55
1994-07-24,-4.99,-124.9,-6.2,3.6,79.7,25.48
1994-05-22,2.0,-179.9,-4.1,2.9,83.9,28.2
1995-08-05,6.69,137.5,3.0,1.7,80.5,28.83
1989-04-25,0.0,-110.1,-4.4,-0.4,78.2,25.06
1993-05-20,-8.28,-155.0,-6.4,1.2,81.4,29.27
1996-10-22,-5.0,-110.0,-6.5,1.5,84.0,22.78
1986-07-30,2.15,-110.25,-4.9,2.1,72.7,23.36
1988-12-31,-0.07,-110.0,-2.9,1.8,76.5,20.9
1996-04-30,-1.99,-124.94,-6.0,2.6,86.9,27.06
1995-03-08,-1.94,164.4,5.4,-0.2,79.8,28.42
1987-10-31,2.03,165.0,-0.8,0.2,86.0,28.62
1995-05-20,-8.05,-109.94,-5.8,0.1,74.7,26.31
1996-07-21,0.0,165.0,-2.5,-2.2,73.9,27.48
1993-03-04,8.0,-170.0,-7.8,-4.0,82.0,27.47
1991-12-21,8.01,165.0,-8.4,-5.2,87.1,27.62
1994-12-11,-4.99,-110.0,-7.7,2.4,79.3,24.44
1996-01-29,4.97,-170.0,-6.0,2.6,82.2,26.47
1991-08-13,0.02,-140.0,-8.2,0.6,85.1,26.31
1995-08-09,5.01,-140.0,-6.3,-0.6,82.0,26.55
1989-12-13,-0.01,165.0,2.5,1.1,79.2,28.9
1986-09-05,-2.11,-140.0,-7.1,4.9,83.4,26.33
1993-06-04,5.01,-110.0,0.0,0.9,86.2,26.66
1988-06-12,2.07,-110.1,-3.2,1.9,86.6,21.0
1992-03-13,4.99,-170.0,2.6,-3.3,78.5,26.8
1987-10-20,2.04,165.0,-0.9,3.0,82.4,29.06
1996-09-08,1.96,-170.0,-6.7,-1.2,82.7,27.34
1990-01-20,-5.03,165.0,3.1,-3.0,83.2,27.98
1993-11-30,-7.97,165.0,-3.9,1.8,81.7,28.98
1989-01-27,-2.02,-140.0,-7.4,1.6,71.0,24.95
1993-11-06,-4.97,-110.0,-6.3,2.5,81.4,24.34
1988-05-09,2.07,-110.1,-2.6,3.5,86.6,25.16
1994-10-07,2.04,-110.1,-3.2,4.1,77.2,24.6
1987-02-23,0.0,-140.0,-7.4,-0.2,84.5,26.95
1995-06-29,6.68,137.5,-3.4,0.3,80.0,27.84
1996-03-03,-1.99,-95.0,-1.9,3.0,91.4,25.52
1995-06-30,8.99,-140.2,-1.2,-3.5,88.9,25.94
1988-03-08,-2.0,164.9,-5.1,-2.6,79.3,29.05
1994-10-24,2.03,-110.06,-4.9,3.6,80.4,25.16
1993-04-22,0.01,156.0,-1.2,-0.3,80.7,28.27
1988-11-09,2.01,-110.1,-2.3,5.5,84.2,22.36
1986-04-09,-8.03,-109.94,-6.6,2.2,85.6,25.6
1992-06-19,-4.97,-140.0,-6.4,0.8,80.9,28.06
1984-04-23,0.04,-109.9,-0.9,0.6,82.8,25.39
1995-06-20,-4.99,-155.0,-7.2,-1.7,83.3,27.64
1994-10-07,2.0,-95.0,-1.0,4.3,81.3,22.56
1995-08-25,1.98,-95.0,-2.7,5.2,86.1,21.95
1990-06-15,4.99,-110.0,2.2,4.9,83.0,26.95
1994-04-21,0.0,143.0,4.0,-0.7,90.3,27.88
1992-12-01,-7.97,-125.0,-6.5,-2.3,79.8,24.72
1990-07-21,-5.04,165.0,-4.7,2.0,80.1,27.69
1992-10-06,-5.0,165.1,-3.7,-1.0,85.5,28.1
1994-07-18,-8.02,-180.0,-2.9,2.5,79.8,28.77
1993-09-19,2.0,-141.0,-6.0,1.6,84.5,25.66
1994-01-27,-4.95,-110.0,-4.2,4.3,86.2,25.23
1987-10-02,-2.0,165.1,2.5,-1.3,82.2,27.53
1993-02-18,-4.97,-140.0,-4.7,-2.2,82.4,26.81
1989-02-23,5.25,-140.1,-7.1,-3.1,85.9,25.44
1987-08-13,-2.0,165.1,6.2,-1.2,82.2,28.38
1994-10-07,4.99,-179.9,1.7,-3.0,77.6,28.16
1993-01-29,-2.0,-95.0,-3.3,2.9,92.3,24.95
1987-05-25,-0.01,-140.1,-4.8,0.6,79.3,28.5
1989-01-11,-0.02,165.0,-5.8,-2.5,88.3,27.42
1996-03-02,-1.99,-110.0,-3.1,0.7,84.1,25.6
1995-04-12,4.99,147.0,4.9,-0.7,87.9,27.95
1994-12-26,5.0,-179.9,-3.3,1.0,85.4,27.11
1994-03-10,-4.98,-179.9,-0.8,-2.8,78.7,27.92
1996-06-13,5.33,-124.9,-3.9,4.9,77.4,27.34
1991-09-23,0.04,-110.0,-5.1,4.6,81.8,23.95
1995-02-16,-4.99,-124.9,-5.8,1.7,88.7,26.33
1994-04-26,-5.0,-170.0,-4.0,-0.9,75.9,28.77
1994-04-03,2.01,165.0,-4.3,-0.8,94.9,26.62
1993-05-23,8.04,165.1,-5.7,0.6,87.6,27.58
1994-05-22,5.01,147.0,-0.3,-1.8,78.7,28.88
1994-09-11,-4.99,-124.9,-5.6,2.2,80.7,25.25
1989-08-10,2.0,165.0,-1.7,-1.1,81.7,26.38
1995-09-21,-8.29,-155.0,-6.8,0.5,79.9,27.95
1995-08-06,2.0,165.0,-2.4,0.8,75.0,28.48
1992-06-17,1.92,-125.06,-5.0,1.4,80.1,25.27
1992-05-14,0.07,-110.06,-4.9,3.0,77.3,27.34
1992-03-28,8.98,-140.2,-3.8,2.1,86.3,25.45
1996-02-01,4.98,-170.0,-4.8,1.2,94.1,25.62
1993-04-17,-5.01,-155.0,-5.2,-2.5,87.5,27.62
1994-05-16,5.02,-95.0,-2.7,4.5,79.4,27.89
1992-10-18,-0.01,-124.4,-5.5,-0.2,91.9,23.16
1988-09-05,4.99,-140.0,-0.4,3.0,76.6,25.52
1993-04-11,-0.04,-170.0,-3.3,-1.4,83.1,28.55
1995-05-18,-2.0,-110.0,-4.6,2.4,85.9,25.7
1987-01-24,0.0,-140.0,-6.0,0.2,83.2,27.0
1992-08-30,7.96,-155.0,-2.6,1.4,87.9,27.34
1994-03-15,-1.98,-155.0,-6.9,-3.6,74.9,28.42
1995-12-13,-5.01,-139.9,-5.6,-1.2,80.0,25.55
1994-08-11,9.01,-140.2,-0.3,2.3,88.9,26.48
1993-05-12,4.97,147.0,-0.3,-2.3,81.3,28.02
1995-03-08,0.04,-179.9,-5.8,1.2,77.5,28.45
1996-12-14,5.04,165.0,-0.9,-0.1,77.8,28.34
1994-03-03,-8.02,-109.94,-5.0,0.6,95.7,24.95
1995-08-26,5.02,165.0,-2.6,2.8,83.2,28.16
1995-05-20,0.0,147.0,-5.4,1.1,79.6,27.77
1989-11-14,2.0,165.0,-1.6,2.9,85.3,26.9
1993-09-13,-0.01,143.0,-3.7,0.4,86.8,26.34
1995-10-24,-2.0,-110.0,-5.1,2.7,91.7,22.44
1983-01-29,0.01,-94.75,-0.3,3.0,89.5,27.94
1993-01-28,-5.01,-110.0,-5.7,1.9,83.6,25.45
1993-09-09,-0.01,-124.4,-4.9,0.9,88.3,23.48
1994-12-18,5.06,-110.0,-4.3,1.2,90.2,25.84
1992-09-14,0.0,156.0,0.4,2.4,84.2,27.77
1989-05-09,-2.0,-110.0,-7.1,-0.1,82.1,25.78
1995-06-01,-2.1,-124.9,-5.3,0.0,80.1,25.73
1995-04-29,2.0,165.0,5.4,5.7,88.6,26.98
1995-09-10,8.0,-170.0,-0.6,3.3,80.7,27.9
1996-02-07,8.02,-170.0,-7.5,-0.8,83.0,26.73
1993-10-02,2.04,-110.1,-6.4,1.7,83.8,23.69
1996-05-14,4.99,156.0,2.5,2.7,84.9,27.73
1990-06-06,-0.01,-110.06,-5.3,4.2,82.0,26.39
1990-09-08,5.0,147.0,4.0,-0.4,89.1,27.47
1991-08-13,5.0,-154.9,0.3,3.1,90.2,26.88
1985-12-17,-8.03,-109.94,-6.6,2.2,85.6,23.55
1991-08-28,5.01,-110.0,-1.1,4.7,82.4,24.39
1992-03-20,-2.02,-155.0,4.5,0.5,79.7,28.47
1996-01-28,2.0,147.0,-4.2,2.3,75.9,28.95
1993-06-28,-4.97,-110.0,-6.1,0.0,80.1,26.31
1991-08-09,5.03,-140.0,-1.4,2.9,90.1,27.06
1993-07-23,-5.02,-155.0,-6.1,-2.6,83.6,28.19
1994-10-15,-4.99,165.1,2.7,1.3,88.1,27.31
1993-01-14,-1.98,-140.0,-4.7,-2.4,84.4,25.86
1995-01-17,2.0,-155.0,-8.1,-1.1,83.3,27.19
1992-09-07,-0.03,-170.0,-0.8,2.0,70.3,26.25
1993-07-13,9.0,-140.2,-4.2,-5.5,72.1,27.9
1982-06-16,0.02,-94.75,-3.7,5.2,89.5,24.3
1992-05-08,-0.01,154.0,0.5,-0.9,77.1,29.19
1991-01-16,-5.04,-110.0,-6.0,1.1,78.5,24.06
1994-02-26,0.01,156.0,-1.5,2.8,71.6,27.69
1996-09-06,8.02,-170.0,-4.8,0.4,80.0,26.81
1993-05-26,4.99,156.0,-4.9,-2.9,84.0,28.36
1993-06-30,8.04,165.1,-3.7,-5.1,82.5,27.97
1992-10-25,-0.04,-170.0,-4.3,-2.8,78.1,26.88
1989-08-14,5.01,-110.06,-1.2,4.0,75.9,24.27
1993-12-22,-2.18,-170.0,-1.2,-4.9,78.5,27.66
1993-06-18,5.05,165.0,-1.5,-0.9,87.5,27.3
1996-10-04,4.97,-169.9,-4.9,-0.7,79.3,27.78
1992-05-24,0.03,-140.0,-4.5,-0.2,85.3,27.3
1994-09-15,8.12,-124.94,2.1,5.4,76.9,27.31
1988-12-21,5.24,-140.0,-2.7,3.9,85.9,24.62
1994-09-24,0.03,-140.0,-3.0,-0.7,76.4,25.14
1994-11-22,1.96,-140.0,-5.4,2.2,79.2,27.3
1994-02-25,4.98,-170.0,-7.9,-3.6,82.8,28.03
1993-03-02,0.05,170.0,-2.8,-1.4,76.4,28.12
1992-12-16,5.0,-109.94,-2.0,5.7,86.9,25.06
1992-12-30,-8.27,-155.0,-7.3,-2.7,74.2,27.45
1991-10-04,0.01,-140.0,-2.5,1.1,78.9,26.06
1988-04-15,-2.01,164.9,-3.9,-2.7,88.7,28.27
1996-02-17,2.01,147.0,1.4,0.1,73.9,29.1
1994-08-05,-4.98,-139.9,-4.2,0.0,82.1,26.44
1992-05-02,0.05,-124.4,-1.3,0.7,84.0,27.88
1996-05-30,4.99,156.0,-4.9,1.0,83.3,27.14
1992-02-19,0.0,-110.0,-4.9,3.4,81.0,26.52
1995-05-23,4.94,137.0,5.5,-0.3,80.4,29.39
1989-10-21,-2.01,-140.0,-7.9,0.3,88.4,25.67
1994-08-21,-4.98,-95.0,-5.2,4.2,80.3,21.16
1995-11-28,0.0,165.0,-2.4,0.5,76.6,28.1
1992-12-01,5.01,-109.94,-3.8,4.9,80.1,24.9
1993-08-25,0.03,-179.9,-0.6,-0.4,70.6,29.11
1992-03-16,-8.27,-155.0,-3.6,-4.7,79.3,28.73
1996-06-03,-0.02,-170.0,-6.0,-2.0,75.4,27.36
1994-06-01,1.96,-125.06,-4.1,3.0,75.1,27.05
1987-07-12,-0.01,-140.1,-6.5,1.2,79.3,27.45
1994-05-18,-4.99,-139.9,-5.1,1.1,79.8,27.52
1996-08-12,4.97,-109.94,-4.6,5.1,72.9,24.34
1996-04-03,4.98,-109.94,-2.5,1.0,85.7,26.1
1995-11-14,5.08,-155.0,-7.5,-2.5,79.8,26.05
1996-02-26,2.05,-155.0,-6.0,0.5,80.6,26.02
1995-09-08,-1.99,-95.0,-3.2,3.4,90.6,20.06
1993-07-10,-0.04,-124.4,-7.4,-0.7,89.5,23.77
1993-09-16,-0.01,-110.0,-3.6,1.6,87.5,21.69
1995-02-19,5.0,-154.9,-4.3,-5.1,82.7,27.34
1996-11-01,2.0,165.0,-2.6,0.2,67.2,28.05
1992-07-05,-5.04,-124.9,-5.7,1.3,87.5,26.27
1992-07-18,4.99,-170.0,-2.5,-2.0,73.0,27.19
1985-11-29,-8.03,-109.94,-6.9,1.1,85.6,23.58
1990-08-23,1.99,-110.1,-4.8,4.9,76.6,23.62
1994-02-10,-2.18,-170.0,-4.7,-2.8,76.3,27.1
1994-01-04,0.0,-110.0,-3.0,2.9,85.8,23.39
1992-09-16,2.0,-155.0,-4.4,-0.1,77.3,26.31
1993-10-04,4.97,137.0,3.2,6.1,88.3,27.16
1993-07-13,-4.71,163.9,-2.7,1.1,89.5,27.4
1993-12-29,4.97,-170.0,-6.3,-3.9,83.9,27.84
1995-01-11,9.0,-140.2,-7.1,-6.2,88.7,26.3
1996-03-09,2.01,165.0,-7.7,-1.8,80.0,28.12
1993-03-22,-4.97,-140.0,-5.6,-0.2,82.4,27.75
1996-06-24,4.97,-170.0,-2.2,-1.2,90.1,27.39
1995-06-02,-5.01,-139.9,-7.2,-0.8,75.3,27.86
1995-07-07,2.0,-155.0,-7.1,1.7,80.8,27.16
1989-04-10,-2.0,-110.0,-4.1,1.4,85.3,26.11
1989-09-04,-0.21,-124.44,-5.0,1.1,80.4,22.17
1992-10-29,2.0,156.0,0.2,5.2,86.7,26.42
1993-02-03,0.03,-109.94,-1.9,6.3,90.2,24.95
1996-07-20,-0.03,-95.0,-3.7,3.6,90.8,19.83
1994-01-22,8.99,-140.2,-6.8,-3.1,84.9,27.19
1993-06-26,-2.19,-170.0,-4.1,-1.5,74.2,28.77
1992-07-14,0.01,156.0,2.7,0.1,83.4,27.72
1995-01-23,-7.98,165.0,-2.9,-3.2,82.2,29.3
1996-06-12,-1.95,164.4,-5.9,-1.4,75.6,28.66
1993-01-12,-2.04,-124.9,-5.3,-1.0,85.1,24.38
1996-08-13,5.34,-124.9,-5.2,5.2,74.4,26.27
1991-04-25,-1.97,164.9,1.7,-1.6,82.0,27.66
1993-02-04,0.03,-140.0,-7.2,-0.2,90.7,25.95
1995-12-24,4.97,147.0,-5.9,-2.6,81.1,29.36
1989-06-26,1.77,166.0,-2.2,1.0,75.4,25.06
1989-05-04,-1.99,-110.0,-6.6,1.1,84.2,25.8
1996-06-03,8.06,-110.1,0.5,-1.5,81.9,26.83
1993-07-15,-2.01,-110.0,-6.6,2.1,87.5,24.48
1995-05-11,-2.0,156.0,-4.1,0.6,89.0,29.62
1994-02-14,2.0,137.4,0.4,-5.3,80.8,28.5
1981-10-08,-0.02,-94.94,-2.4,5.4,90.9,21.48
1996-11-18,0.02,-95.1,-3.0,1.1,87.2,19.6
1993-05-15,0.0,165.0,4.2,4.5,81.1,27.88
1994-10-19,0.0,156.0,4.1,-0.6,82.7,27.83
1993-01-01,0.05,170.0,4.8,-4.8,75.8,27.81
1991-12-20,-4.99,165.0,2.2,-2.2,83.7,27.4
1991-08-21,-1.98,164.9,-2.0,-0.1,79.1,26.19
1988-11-06,-0.06,-110.0,-2.1,0.6,76.5,19.66
1986-07-17,-2.01,165.0,-1.1,0.4,80.7,29.12
1991-11-12,0.0,165.0,5.9,1.5,75.5,26.97
1989-03-09,1.94,-140.2,-5.6,-3.4,76.6,25.58
1993-11-25,-8.28,-155.0,-0.2,-2.1,70.7,27.94
1992-01-24,-5.0,-140.0,5.0,-2.0,79.2,26.84
1987-12-31,-0.05,164.9,4.6,-4.6,82.4,27.11
1995-10-12,0.0,-139.9,-6.6,0.1,78.8,24.42
1994-04-28,-8.01,-125.0,-5.6,-0.5,82.5,28.31
1994-09-09,5.04,165.0,5.2,3.6,87.1,27.36
1986-05-08,-8.04,-109.94,-4.6,2.1,79.3,26.53
1993-08-19,0.02,-140.0,-4.7,2.0,79.9,24.48
1990-07-23,-5.03,165.0,-6.1,0.8,86.7,27.9
1984-12-28,-0.04,-140.1,-7.7,-0.6,79.3,23.81
1993-08-28,-1.95,-179.9,-3.5,-1.7,73.8,28.98
1994-07-17,5.01,-154.9,-2.1,-0.2,83.3,28.27
1990-12-10,5.0,-110.0,-1.1,4.9,82.9,24.98
1996-09-18,-1.98,-179.9,-1.8,-0.2,79.6,28.02
1995-03-10,2.04,-110.1,-5.6,2.4,86.0,25.55
1995-03-16,-2.0,156.0,-3.2,-1.5,87.1,29.27
1994-01-24,4.96,147.0,-4.9,-4.4,86.7,27.61
1989-12-03,0.0,-110.0,-1.3,5.2,82.8,21.45
1988-08-27,-2.0,164.9,-7.4,-2.8,79.3,27.94
1995-12-05,-0.31,-96.06,-2.1,3.1,94.1,20.86
1993-07-06,-0.04,-95.0,-5.3,5.6,85.9,22.3
1994-06-26,8.13,-124.94,0.5,0.4,82.4,27.02
1991-11-05,5.01,-110.0,1.8,7.6,86.3,25.62
1984-01-13,0.0,-109.2,-2.0,0.8,88.5,21.7
1995-10-09,0.04,-179.9,-6.4,0.8,82.3,27.69
1988-12-02,7.05,-140.1,-2.7,6.0,75.9,26.02
1996-09-14,-8.04,164.9,-1.5,-0.9,83.2,27.81
1989-05-01,2.0,165.0,0.6,-2.1,74.2,27.23
1994-11-08,2.02,156.0,5.3,0.9,84.6,29.0
1986-11-26,-2.01,165.0,3.0,-3.8,80.7,27.84
1994-04-04,8.05,165.1,-2.2,-6.1,81.8,27.3
1989-09-17,-0.2,-124.44,-5.3,2.8,81.0,23.86
1995-12-22,8.04,-125.0,-2.8,2.5,75.4,26.48
1995-11-25,8.0,-179.9,-4.5,-0.8,80.9,27.02
1993-12-13,0.01,-155.0,-7.3,-3.9,79.3,26.8
1996-06-21,-1.93,164.4,1.8,0.7,66.7,27.89
1989-04-03,5.18,-110.06,-2.7,0.2,76.6,24.38
1995-01-06,-1.99,-140.0,-6.9,1.2,82.4,26.61
1995-05-26,5.03,165.0,-1.2,-1.1,80.4,27.2
1992-12-01,5.02,-140.0,-2.7,8.2,79.8,26.75
1994-09-28,2.0,-170.0,-3.1,2.4,75.8,28.55
1991-08-08,0.03,-155.0,-6.9,1.5,73.4,27.44
1991-06-30,0.04,-110.0,-6.2,3.9,79.1,25.92
1992-05-22,-2.01,156.0,-1.1,3.0,76.2,27.56
1992-06-16,1.97,147.0,-1.7,-1.3,76.2,29.1
1996-11-03,0.04,146.9,-2.0,-0.2,86.1,27.9
1996-09-24,-0.03,-170.0,-5.2,-2.0,73.2,26.89
1992-07-01,-0.02,154.0,3.3,2.6,75.8,28.05
1994-11-22,-2.15,-170.0,-2.2,0.5,72.5,29.1
1996-03-08,4.9,-139.9,-4.9,-3.2,85.9,26.25
1988-02-11,-0.04,-109.9,-2.2,0.5,84.9,24.8
1995-06-15,2.0,-155.0,-4.4,1.5,86.6,26.88
1988-06-07,6.96,-140.0,-2.8,4.9,81.6,26.77
1992-06-29,1.97,147.0,-1.1,3.2,83.2,26.9
1990-07-15,8.01,165.0,-3.0,0.6,78.8,28.31
1995-07-02,-2.02,-95.2,-2.3,3.4,87.6,21.9
1987-04-18,-0.08,165.1,2.6,-1.9,80.5,26.84
1996-02-20,1.97,-170.0,-6.4,-1.0,84.4,25.94
1992-08-15,5.01,-109.94,-7.4,3.2,76.6,25.05
1993-12-23,-0.01,143.0,6.1,2.9,85.8,27.98
1994-08-20,8.04,165.1,-1.2,-0.3,81.4,28.25
1987-01-18,2.2,-110.3,-1.7,6.3,72.7,25.64
1995-08-22,-0.23,-124.4,-6.3,-1.7,86.1,22.7
1996-08-21,-8.04,164.9,-3.8,-0.4,84.5,27.58
1993-11-30,-8.01,-179.9,-5.8,-0.1,77.3,29.69
1996-02-22,8.05,-110.1,-5.6,-4.2,88.7,26.28
1995-02-17,0.02,-155.0,-5.4,1.5,85.9,26.77
1996-04-25,8.06,-110.1,-3.8,2.1,83.5,27.66
1996-11-19,0.0,165.0,3.9,0.8,75.4,28.42
1989-08-17,8.01,165.0,-3.9,0.4,78.8,27.94
1996-06-05,4.9,-139.9,-5.0,2.7,81.8,27.28
1996-12-12,2.02,156.0,-0.8,-2.8,79.6,29.44
1995-06-28,0.01,-110.0,-5.2,2.0,85.1,23.3
1989-04-19,2.0,165.0,-4.3,0.1,80.6,27.88
1990-03-20,8.01,165.0,-2.4,-1.2,90.2,26.05
1993-03-13,-5.04,-124.9,-4.9,0.8,88.7,26.1
1991-08-12,-1.98,164.9,0.8,0.6,85.5,28.36
1994-08-12,8.12,-124.9,-0.9,7.3,72.8,27.1
1992-10-11,5.01,-109.94,-3.5,1.8,73.0,25.12
1994-08-05,5.01,-154.9,-1.5,4.8,73.0,27.81
1994-08-12,0.03,-179.9,1.2,-2.0,76.1,28.42
1993-10-27,-4.97,-179.9,4.7,3.2,75.8,29.27
1993-08-21,0.0,-124.44,-4.6,-1.0,83.2,24.16
1996-07-02,4.98,-154.9,-3.2,0.5,77.6,27.52
1989-08-29,0.0,-169.5,-6.7,4.1,76.0,27.22
1995-08-31,2.03,137.0,-5.7,2.6,85.2,27.61
1993-10-31,-1.96,-179.9,-2.4,-4.1,74.6,28.9
1989-07-19,-4.97,-110.0,-7.2,2.9,75.6,23.8
1986-05-31,2.15,-110.2,-7.5,-1.0,72.7,25.38
1995-02-13,-7.98,165.0,0.7,-3.0,92.2,29.22
1993-01-16,-4.99,-110.0,-6.3,-0.4,81.3,24.78
